id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4919731813354748,N8hjve4IQ,3262984432,人大重阳,当着美国著名学者的面，中国学者表示：美国害惨了乌克兰，中国人很痛心L人大重阳的微博视频,,,,,78,212,0,2023-07-04 10:48,微博视频号,,,
4920284522223644,N8hjve4IQ,1551916420,时光小屋2020,#俄乌战争#美国人为什么要害乌克兰，俄乌战争，几十万乌克兰人死去，更多的乌克兰人受伤！工业基础被摧毁，人口锐减一千万,,,,俄乌战争,1,3,1340,2023-07-05 23:25,微博视频号,,,4919731813354748
4920280583242415,2937709505,兔子军事分享,【乌克兰武装部队袭击后，#俄罗斯#控制的顿涅茨克州马基夫卡发生大规模爆炸】#俄乌局势新进展##俄乌战争#（视频来源网络）L兔子军事分享的微博视频,,,,"俄罗斯,俄乌局势新进展,俄乌战争",1,0,3,2023-07-05 23:09,,,,
4920280298292838,1409194012,晨雾,《上合组织是否是普京摆脱全球孤立的途径？》#乌克兰局势##俄乌局势最新进展##俄乌战争速报##俄乌战争##俄乌战争速报#O上合组织是否是普京摆脱全球孤立的途径？,,,,"乌克兰局势,俄乌局势最新进展,俄乌战争速报,俄乌战争",0,0,1,2023-07-05 23:08,,,,
4920278650192521,6256258692,酒巷诗行长,瓦格纳“叛乱”事件发生后，俄政府顺水推舟，将瓦格纳“流放”至白俄罗斯。目前，似乎坏事已变成了好事。据美国消息，在白俄罗斯境内，瓦格纳已经建立三个野战营地，可容纳4万多军人。目前，瓦格纳重点演练突击行动与夜间行动等。北约国家和乌克兰对此高度紧张，立陶宛总统甚至担心瓦格纳有可能对立陶宛构成威胁。毫无疑问，瓦格纳“叛乱”事件已经巧妙演变成开辟新阵地与新战线，俄军打击群顺利迁至白俄罗斯，令北约不得不防。白俄罗斯距离基辅更近，瓦格纳可从白俄罗斯对基辅及乌克兰西部地区发起攻击。种种迹象表明，叛乱后的瓦格纳正向利于俄罗斯好的方向发展，令西方国家深感意外与忧虑。#瓦格纳##俄罗斯##白俄罗斯##俄乌战争##俄乌局势##俄乌局势新进展##关注俄乌局势最新进展##军,,,,"瓦格纳,俄罗斯,白俄罗斯,俄乌战争,俄乌局势,俄乌局势新进展,关注俄乌局势最新进展,军事",5,8,52,2023-07-05 23:01,,['https://wx3.sinaimg.cn/large/006PoCGgly1hfmf64qfbsj311s0l9jzt.jpg'],,
4920277970463899,5586933121,从宇宙黑洞飞出火凤凰,【防务新观察｜美国拉拢印度搅局南海俄乌冲突持续拉锯美核侦察机突现欧洲】俄乌继续在东部、南部战线拉锯争夺，西方媒体再次炒作援乌陆军战术导弹系统。美军核侦察机抵达欧洲，乌方警告俄军正在策划攻击扎波罗热核电站，俄方驳斥乌方指控为“无稽之谈”。美国将在印度建造美海军后勤中心，并拉拢印度搅局南海。就这样的相关话题军事专家为你深度解析！（来源：央视网）#俄乌战争##俄乌冲突##军事#L从宇宙黑洞飞出火凤凰的微博,,,,"俄乌战争,俄乌冲突,军事",1,0,0,2023-07-05 22:59,,,,
4920277118752236,7805037270,skyhp2023,白俄罗斯交通运输部部长阿列克谢·阿夫拉门科突然去世，享年47岁。死因并未透露。这是卢卡申卡政权一年来第二起官员神秘死亡事件——2022年11月，外交部长马克伊死因不明。美国乌克兰#乌克兰##关注俄乌局势最新进展##俄乌战争##俄乌局势新进展#,,,,"乌克兰,关注俄乌局势最新进展,俄乌战争,俄乌局势新进展",1,1,13,2023-07-05 22:55,,['https://wx4.sinaimg.cn/large/008wd8JUgy1hfmf4swr3xj30p00go106.jpg'],,
4920276255514733,7805037270,skyhp2023,扎波罗热地区管理局负责人表示，扎波罗热核电站附近和50公里范围内的辐射本底正常。据OVA负责人介绍，冷却池水位也正常，保持在16.5米左右。这足以冷却第五个反应堆。美国乌克兰#乌克兰##关注俄乌局势最新进展##俄乌战争#,,,,"乌克兰,关注俄乌局势最新进展,俄乌战争",0,0,8,2023-07-05 22:52,,['https://wx1.sinaimg.cn/large/008wd8JUgy1hfmf18mwl2j30ku0dt7ea.jpg'],,
4920270282826309,1257604687,墙上的枪,英媒：俄官员称已将70万名儿童从冲突地区转移到俄境内保护。#俄乌局势新进展##俄乌战争#L墙上的枪的微博视频,,,,"俄乌局势新进展,俄乌战争",0,1,7,2023-07-05 22:28,,,,
4920264103825119,7805037270,skyhp2023,"乌克兰军队的士兵亚历山大·布德科，他在前线失去了双腿，赢得了在加利福尼亚州剧院中的喝彩💙💛亚历山大·布德科以绰号""Terren""加入了芭蕾舞演员的行列，参与了《吉赛尔》演出的结尾。他们跳了一支舞蹈，然后演唱了乌克兰国歌。据了解，""Terren""目前在美国。他前往那里接受假肢治疗，他在前线失去了双腿。美国乌克兰#关注俄乌局势最新进展##乌克兰##俄乌局势##俄乌战争##俄乌局势新进",,,,"关注俄乌局势最新进展,乌克兰,俄乌局势,俄乌战争,俄乌局势新进展",1,0,15,2023-07-05 22:03,,"['https://wx1.sinaimg.cn/large/008wd8JUgy1hfmdmotxg0j30xc0p67h5.jpg', 'https://wx4.sinaimg.cn/large/008wd8JUgy1hfmdmu77f0j30k00f4q8f.jpg', 'https://wx1.sinaimg.cn/large/008wd8JUgy1hfmdmzipvqj30k00f4go8.jpg']",,
4920258420555809,7805037270,skyhp2023,根据Newsweek的报道，普京在由“瓦格纳”雇佣军头目普里戈津组织的暴乱期间逃离了莫斯科。俄罗斯反对派人士米哈伊尔·霍多尔科夫斯基表示，他获得了有关普京在6月24日“瓦格纳”暴乱期间的活动的信息。根据他的消息来源，普京在未遂政变期间乘坐飞机离开了莫斯科，并很可能前往他在俄罗斯特维尔斯科亚和诺夫哥罗德州之间的瓦尔代府邸。报道指出，普京在暴乱期间明显不在场引发了关于他的下落的传言，而霍多尔科夫斯基的联系人提供的信息是最新的证据之一，其中包括对飞机追踪数据的引用，表明俄罗斯总统不在莫斯科。“那时我们一直在跟踪普京。看起来他确实离开了莫斯科，很可能前往瓦尔代的府邸，”霍多尔科夫斯基说道。根据Flightradar24的数据，俄罗斯总统专机伊尔-96在普里戈津暴乱高潮期间离开了莫斯科。据报道，当飞机开始在特维尔州降落时，其应答器被关闭。这可能表明该飞机前往鲍里索夫斯科耶·霍季洛沃机场，这是离普京在瓦尔代的府邸最近的机场。报道还提到，伊尔-96型号的飞机（注册编号为RA-96022）被用于运送普京参加各种会议和峰会。该飞机于当地时间6月24日下午2点16分从莫斯科起飞。在下午2点32分开始下降之前，其应答器于下午2点39分在特维尔以西关闭。其他“俄罗斯”特殊航空小组的飞机，用于运送俄罗斯高级官员或军人，也从莫斯科起飞，其中一架降落在圣彼得堡。霍多尔科夫斯基表示：“领导人们，各种机构的领导人，确实有很多人离开了莫斯科“美国乌克兰#关注俄乌局势最新进展##乌克兰##俄乌局势##俄乌战争##俄乌局势新进,,,,"关注俄乌局势最新进展,乌克兰,俄乌局势,俄乌战争,俄乌局势新进展",2,4,27,2023-07-05 21:41,,['https://wx1.sinaimg.cn/large/008wd8JUgy1hfmczef04jj30xc0hawkd.jpg'],,
4920247226994688,5393135816,寰亚SYHP,#俄乌战争#俄军苏-34战机在赫尔松上空向乌军发射了2枚FAB-500M-62制导炸弹。L寰亚SYHP的微博视频,,,,俄乌战争,4,9,55,2023-07-05 20:56,,,,
4920232978943120,6577116537,快反触手QR_TENTACLE,#俄乌战争#乌第三突击旅2营2连“霸天虎”排，进攻巴赫穆特西南郊区方向俄军联邦第72旅的战壕阵地。虽然遭到俄军短暂的炮火打击，但是乌军成功占领这片区域并俘虏了一部分俄军士兵。值得注意的俘虏有三人：一位全程狗腿子带着乌军找战友的藏身之处。一位受伤倒地，但怀中藏着手雷准备同归于尽，可惜被识破遭到击毙。一位59岁的老兵，为了撤销案底回去见孙女而参军。L快反触手QR_TENTACLE的微博,,,,俄乌战争,2,4,5,2023-07-05 20:00,,,,
4920196860744737,N8tpA37JT,6468999337,时间杂论,泽连斯基不愧犹太人后裔，之前半辈子才赚七亿美金，去年打了场美其名曰“反侵略”的战争，账户凭空多出几十亿，美金、别墅、老婆、孩子都躲得远远的，他只要在镜头前演技在线，而一批批乌克兰普通人民，像下饺子样沦为炮灰。,,,,,16,85,0,2023-07-05 17:36,荣耀50 Pro 5G,"['https://wx1.sinaimg.cn/large/0073NgeZgy1hfm5wz4du6j30u0113qab.jpg', 'https://wx1.sinaimg.cn/large/0073NgeZgy1hfm5wzkimgj30k00p0dj5.jpg']",,
4920212162352464,N8tpA37JT,7605402112,振鹭于飞V,已经截图，如果拿不出几十亿美金的证据，就等于承认自己是个谣棍。坐等……#俄乌战争##俄罗斯##乌克兰#,,,,"俄乌战争,俄罗斯,乌克兰",0,0,127,2023-07-05 18:37,荣耀50 Pro 5G,,,4920196860744737
4920194004160017,1409194012,晨雾,《程墨：扎波罗热核电站危机升级各方赞赏乌“赫尔松战术”》#乌克兰局势##俄乌局势最新进展##俄乌战争速报##俄乌战争##俄乌战争速报#O程墨：扎波罗热核电站危机升级各方赞赏乌“赫尔松战术”,,,,"乌克兰局势,俄乌局势最新进展,俄乌战争速报,俄乌战争",1,0,8,2023-07-05 17:25,,,,
4920186946191975,6983278447,小付在乌克兰,#乌克兰#❗️俄罗斯部队在袭击威胁下从巴赫穆特的克列什切耶夫卡撤退——俄罗斯军事记者说到。新闻来源：特鲁哈⚡️乌克兰#关注乌克兰局势最新进展##俄乌战争##俄乌局势#,,,,"乌克兰,关注乌克兰局势最新进展,俄乌战争,俄乌局势",0,0,25,2023-07-05 16:57,,['https://wx4.sinaimg.cn/large/007CB7Jlgy1hfm4rzirlzj30zk0j676x.jpg'],,
4920185926978258,6983278447,小付在乌克兰,#乌克兰#2023年泽连斯基纪念币，感觉苍老了好多，喜欢的请私聊。#关注乌克兰局势最新进展##俄乌战争##俄乌局势##纪念钞##邮票#L小付在乌克兰的微博视频,,,,"乌克兰,关注乌克兰局势最新进展,俄乌战争,俄乌局势,纪念钞,邮票",0,2,16,2023-07-05 16:53,,,,
4920186946191975,6983278447,小付在乌克兰,#乌克兰#❗️俄罗斯部队在袭击威胁下从巴赫穆特的克列什切耶夫卡撤退——俄罗斯军事记者说到。新闻来源：特鲁哈⚡️乌克兰#关注乌克兰局势最新进展##俄乌战争##俄乌局势#,,,,"乌克兰,关注乌克兰局势最新进展,俄乌战争,俄乌局势",0,0,25,2023-07-05 16:57,,['https://wx4.sinaimg.cn/large/007CB7Jlgy1hfm4rzirlzj30zk0j676x.jpg'],,
4920185926978258,6983278447,小付在乌克兰,#乌克兰#2023年泽连斯基纪念币，感觉苍老了好多，喜欢的请私聊。#关注乌克兰局势最新进展##俄乌战争##俄乌局势##纪念钞##邮票#L小付在乌克兰的微博视频,,,,"乌克兰,关注乌克兰局势最新进展,俄乌战争,俄乌局势,纪念钞,邮票",0,2,16,2023-07-05 16:53,,,,
4920166213490310,1787935585,与众不同的心理学,【法国爆发大规模骚乱的深层次根源】法国爆发大规模骚乱的深层次根源#心理健康##法国局势##俄乌战争##与众不同的心理学##王国荣#L与众不同的心理学的微博视频,,,,"心理健康,法国局势,俄乌战争,与众不同的心理学,王国荣",1,0,1,2023-07-05 15:35,,,,
4920142364675397,1409194012,晨雾,《最新战况解读(7月5日):乌东恶战连连!某地5万精兵遭合围!》#乌克兰局势##俄乌局势最新进展##俄乌战争速报##俄乌战争##俄乌战争速报#O最新战况解读(7月5日):乌东恶战连连!某地5万精兵遭合围!,,,,"乌克兰局势,俄乌局势最新进展,俄乌战争速报,俄乌战争",0,0,9,2023-07-05 14:00,,,,
4920138274968334,2937709505,兔子军事分享,【俄军在顿涅茨克的阿夫迪伊夫卡对乌军阵地发起袭击】#俄乌局势新进展##俄乌战争#（视频来源网络）L兔子军事分享的微博视频,,,,"俄乌局势新进展,俄乌战争",0,0,1,2023-07-05 13:43,,,,
4920129211340392,7805037270,skyhp2023,今日乌方战报（战争第497）#关注俄乌局势最新进展##乌克兰##俄乌局势##乌克兰##俄乌战争##乌克兰局势##俄乌局势新进展#,,,,"关注俄乌局势最新进展,乌克兰,俄乌局势,俄乌战争,乌克兰局势,俄乌局势新进展",1,0,17,2023-07-05 13:07,,['https://wx2.sinaimg.cn/large/008wd8JUgy1hfly4rhj7dj30u00u0nhs.jpg'],,
